watch_date,device_type,watch_duration_minutes,progress_percentage,action,quality,is_download,age,gender,country,subscription_plan,subscription_start_date,is_active,monthly_spend,household_size,title,content_type,genre_primary,release_year,duration_minutes,maturity_level,language,country_of_origin,imdb_rating,is_netflix_original,added_to_platform,content_warning
4/29/2025,Smart TV,58.70,57.40,paused,HD,FALSE,25.00,Male,USA,Premium,2023-07-02,TRUE,1.66,4.00,Mystery Night,Tv Series,Adventure,2020,60,Adult,English,USA,4.80,TRUE,2024-10-18,FALSE
9/10/2024,Laptop,17.90,77.80,completed,4K,FALSE,41.00,Male,USA,Premium,2024-09-16,TRUE,0.42,2.00,Dark Phoenix,Tv Series,Biography,2012,56,Teens,English,France,6.80,FALSE,2023-11-10,FALSE
12/23/2025,Tablet,6.00,4.30,completed,SD,FALSE,34.00,Male,CANADA,Premium+,2024-06-04,TRUE,39.64,2.00,Little Phoenix,Movie,Fantasy,2002,83,Teens,English,Germany,6.60,FALSE,2023-02-15,FALSE
8/2/2024,Tablet,23.70,1.80,paused,SD,TRUE,33.00,Female,USA,Premium,2025-05-22,TRUE,21.97,1.00,Dream Adventure,Movie,Fantasy,2014,106,Family,English,South Korea,6.40,FALSE,2025-01-05,FALSE
11/17/2025,Desktop,764.60,89.20,stopped,HD,FALSE,30.00,Female,USA,Basic,2024-12-31,TRUE,4.12,2.00,Day Warrior,Stand-Up Comedy,Sport,2011,61,Adult,English,Canada,3.70,FALSE,2024-01-19,FALSE
10/14/2025,Smart TV,52.40,40.70,paused,4K,FALSE,23.00,Male,USA,Standard,2023-02-11,TRUE,7.94,3.00,Night Secret,Tv Series,Romance,1992,580,Teens,French,USA,6.30,TRUE,2020-08-24,FALSE
10/7/2024,Mobile,54.20,54.20,started,HD,TRUE,35.00,Female,USA,Basic,2024-06-20,TRUE,41.10,2.00,Quest War,Documentary,Thriller,1994,89,Teens,English,USA,4.90,FALSE,2022-02-26,FALSE
12/10/2024,Laptop,47.60,51.20,paused,Ultra HD,FALSE,36.00,Male,CANADA,Premium,2024-10-10,TRUE,5.65,3.00,Secret Mystery,Documentary,Drama,2012,74,Teens,Italian,UK,9.80,FALSE,2024-10-25,FALSE
11/24/2025,Mobile,20.90,32.40,started,4K,FALSE,35.00,Other,USA,Basic,2025-06-08,FALSE,7.42,2.00,Our Dream,Tv Series,Comedy,2013,37,Teens,Korean,India,9.40,TRUE,2020-12-07,FALSE
1/4/2024,Tablet,158.70,62.30,paused,4K,FALSE,14.00,Female,USA,Standard,2024-05-29,TRUE,15.06,6.00,Dream Family,Tv Series,Comedy,1995,30,Kids,French,South Korea,4.80,FALSE,2023-05-29,FALSE
4/20/2025,Laptop,58.20,26.10,completed,SD,FALSE,50.00,Female,USA,Standard,2023-04-14,FALSE,37.40,2.00,A Adventure,Movie,Western,2018,126,Adult,English,USA,4.70,FALSE,2023-06-21,FALSE
8/5/2024,Mobile,36.00,49.60,completed,4K,FALSE,42.00,Female,USA,Premium,2024-02-21,TRUE,4.85,2.00,New Story,Movie,Horror,1998,67,Teens,Italian,UK,5.60,TRUE,2022-08-16,TRUE
2/6/2024,Smart TV,20.90,71.90,stopped,SD,FALSE,35.00,Female,CANADA,Standard,2024-11-11,TRUE,10.99,1.00,City Mystery,Movie,Horror,2002,116,Teens,English,USA,5.60,FALSE,2024-11-07,FALSE
11/9/2025,Smart TV,75.30,28.90,started,4K,FALSE,17.00,Female,USA,Premium,2025-03-03,TRUE,13.43,2.00,King Queen,Stand-Up Comedy,Fantasy,2003,61,Family,Spanish,Canada,5.60,TRUE,2024-05-07,FALSE
2/4/2025,Desktop,59.70,11.90,stopped,HD,FALSE,35.00,Male,USA,Premium,2023-11-26,TRUE,17.88,2.00,An Ice,Movie,Horror,2012,138,Kids,English,USA,4.90,TRUE,2020-12-17,FALSE
8/27/2024,Laptop,71.40,30.40,completed,4K,TRUE,28.00,Male,CANADA,Basic,2024-04-26,TRUE,9.90,2.00,Day Dragon,Movie,Adventure,2004,89,Kids,French,Germany,6.40,TRUE,2020-11-20,FALSE
3/17/2024,Desktop,50.90,14.20,started,HD,FALSE,46.00,Male,USA,Premium,2023-09-03,TRUE,24.73,3.00,Dream Warrior,Movie,Romance,1998,93,Kids,Spanish,USA,10.00,FALSE,2022-07-09,FALSE
9/2/2024,Smart TV,30.40,85.20,completed,HD,FALSE,38.00,Male,USA,Premium,2023-09-29,TRUE,17.99,2.00,Queen Quest,Movie,Sci-Fi,2002,84,Kids,Italian,India,4.70,TRUE,2023-11-21,TRUE
1/29/2025,Mobile,51.40,31.50,started,4K,TRUE,36.00,Female,USA,Standard,2025-04-24,TRUE,4.80,3.00,Battle City,Documentary,Biography,2023,81,Adult,Hindi,France,6.50,FALSE,2022-12-31,TRUE
8/20/2024,Laptop,88.90,48.50,stopped,HD,FALSE,50.00,Male,CANADA,Standard,2023-03-24,TRUE,8.71,3.00,The Phoenix,Movie,Western,2016,153,Family,German,USA,5.90,FALSE,2022-12-03,FALSE
9/20/2024,Smart TV,185.90,73.40,started,Ultra HD,FALSE,16.00,Female,USA,Premium,2024-03-24,TRUE,7.42,1.00,House Family,Tv Series,Action,2021,42,Family,German,Canada,4.80,TRUE,2023-03-24,FALSE
7/15/2025,Desktop,56.70,71.80,stopped,4K,FALSE,51.00,Female,USA,Basic,2023-06-15,FALSE,10.70,1.00,New Quest,Movie,Comedy,1997,147,Adult,Italian,USA,6.90,TRUE,2022-12-11,FALSE
2/9/2025,Smart TV,662.90,38.70,stopped,4K,FALSE,29.00,Female,CANADA,Standard,2023-07-22,TRUE,31.44,2.00,Day City,Tv Series,Crime,2022,42,Kids,English,USA,5.70,FALSE,2023-09-28,FALSE
3/29/2024,Tablet,34.60,68.70,paused,HD,FALSE,38.00,Female,USA,Standard,2025-06-02,TRUE,1.31,1.00,Secret War,Movie,Fantasy,2001,102,Kids,Hindi,Canada,3.10,FALSE,2021-05-15,FALSE
8/16/2025,Mobile,103.30,94.10,stopped,HD,FALSE,32.00,Female,USA,Premium,2024-12-06,FALSE,5.08,4.00,Family Kingdom,Movie,Adventure,2016,107,Teens,English,USA,5.10,FALSE,2024-02-17,FALSE
11/8/2025,Tablet,32.30,29.70,started,HD,FALSE,35.00,Female,CANADA,Premium,2023-10-17,TRUE,32.55,6.00,A Quest,Stand-Up Comedy,Action,2005,57,Adult,English,USA,10.00,FALSE,2025-05-13,TRUE
1/23/2024,Tablet,19.50,53.50,stopped,4K,TRUE,22.00,Female,CANADA,Premium,2023-04-24,TRUE,9.83,7.00,City Queen,Movie,History,2020,101,Adult,English,USA,9.70,TRUE,2024-03-31,FALSE
10/12/2024,Tablet,43.20,22.30,stopped,4K,FALSE,31.00,Prefer not to say,USA,Basic,2024-09-05,TRUE,28.01,4.00,Journey Fire,Tv Series,Music,2015,38,Adult,Italian,South Korea,4.00,FALSE,2020-08-15,FALSE
6/20/2024,Smart TV,107.20,39.90,paused,4K,FALSE,14.00,Male,USA,Premium+,2024-04-04,TRUE,28.98,1.00,Kingdom Phoenix,Movie,Documentary,1997,113,Teens,English,USA,8.00,FALSE,2021-01-21,FALSE
7/9/2025,Smart TV,61.80,25.20,started,SD,FALSE,35.00,Female,CANADA,Standard,2025-04-06,TRUE,18.88,1.00,A Adventure,Stand-Up Comedy,Crime,2024,70,Kids,English,USA,5.90,FALSE,2024-01-20,FALSE
8/12/2025,Mobile,34.70,35.50,started,SD,FALSE,48.00,Male,USA,Basic,2024-08-23,TRUE,9.20,2.00,Dark Day,Limited Series,Animation,1991,18,Teens,English,Canada,5.80,FALSE,2025-04-30,FALSE
1/1/2025,Tablet,61.70,49.60,paused,SD,FALSE,17.00,Male,USA,Premium,2025-03-24,TRUE,5.69,2.00,Mystery Kingdom,Movie,History,2018,119,Adult,Hindi,USA,6.80,FALSE,2024-03-25,FALSE
2/14/2024,Tablet,35.20,95.10,paused,SD,FALSE,54.00,Male,USA,Standard,2023-03-12,TRUE,10.34,1.00,Little Warrior,Movie,Sci-Fi,2002,104,Adult,French,USA,8.70,FALSE,2024-03-02,FALSE
10/29/2024,Laptop,224.20,65.50,completed,HD,FALSE,35.00,Female,USA,Standard,2024-10-11,TRUE,7.67,1.00,Battle Fire,Documentary,Romance,2006,91,Adult,Korean,USA,7.40,FALSE,2023-08-04,FALSE
6/20/2024,Mobile,23.10,31.00,paused,HD,FALSE,38.00,Female,USA,Standard,2024-06-21,TRUE,9.58,5.00,Little Journey,Documentary,Family,2020,72,Kids,English,USA,7.10,FALSE,2025-02-27,FALSE
12/2/2025,Laptop,109.00,49.60,completed,4K,TRUE,35.00,Female,USA,Premium+,2022-08-31,TRUE,18.33,7.00,King Legend,Tv Series,Romance,2019,64,Family,English,UK,7.40,TRUE,2022-11-24,TRUE
2/24/2024,Smart TV,30.30,1.50,completed,4K,FALSE,56.00,Female,USA,Standard,2024-01-30,FALSE,17.62,3.00,Mystery Quest,Movie,War,2005,116,Teens,Japanese,UK,6.40,FALSE,2023-02-04,FALSE
2/16/2024,Laptop,41.40,4.80,paused,HD,FALSE,35.00,Female,USA,Premium+,2024-09-07,FALSE,15.06,2.00,Our Queen,Movie,Western,2010,105,Family,English,Canada,5.00,TRUE,2022-01-10,FALSE
6/23/2024,Mobile,108.10,83.00,paused,4K,FALSE,26.00,Female,CANADA,Premium,2022-12-08,TRUE,12.90,3.00,A Adventure,Stand-Up Comedy,Crime,2024,70,Kids,English,USA,5.90,FALSE,2024-01-20,FALSE
4/2/2024,Mobile,44.30,3.60,paused,SD,TRUE,43.00,Male,USA,Basic,2022-10-10,TRUE,19.70,2.00,A Mystery,Movie,Family,1997,105,Adult,English,Japan,7.80,TRUE,2021-09-23,FALSE
5/5/2024,Desktop,54.30,27.80,completed,HD,TRUE,35.00,Male,CANADA,Standard,2025-05-13,TRUE,22.96,4.00,City Legend,Movie,Family,2021,106,Family,English,USA,7.60,FALSE,2023-06-21,FALSE
1/30/2025,Desktop,111.10,38.60,paused,4K,FALSE,22.00,Prefer not to say,USA,Premium+,2023-09-02,TRUE,25.38,2.00,Bright Phoenix,Movie,Western,1995,408,Adult,German,South Korea,4.60,TRUE,2021-04-14,FALSE
5/10/2024,Laptop,66.20,61.00,paused,SD,TRUE,43.00,Other,USA,Standard,2023-10-19,TRUE,15.71,1.00,My Dragon,Movie,Comedy,2007,93,Family,Japanese,France,9.20,FALSE,2023-05-22,TRUE
4/11/2025,Tablet,65.20,48.30,stopped,HD,FALSE,41.00,Male,USA,Premium,2025-02-26,TRUE,15.57,4.00,War Kingdom,Stand-Up Comedy,Adventure,2006,36,Kids,English,USA,5.50,FALSE,2022-07-12,FALSE
11/11/2024,Tablet,16.70,49.60,paused,4K,FALSE,27.00,Prefer not to say,USA,Premium+,2023-02-06,TRUE,20.41,2.00,Fire Journey,Movie,Music,1995,82,Adult,Hindi,USA,0.80,FALSE,2025-03-09,FALSE
2/19/2025,Laptop,25.40,73.70,stopped,Ultra HD,FALSE,40.00,Female,CANADA,Standard,2024-10-23,TRUE,12.25,2.00,Princess Kingdom,Movie,Sport,2018,83,Teens,German,Canada,2.70,FALSE,2022-02-15,FALSE
7/15/2024,Desktop,33.60,59.20,started,4K,FALSE,39.00,Male,USA,Standard,2024-09-28,FALSE,10.95,1.00,Secret Ice,Movie,Romance,2020,152,Kids,English,UK,0.90,FALSE,2022-11-01,TRUE
3/21/2025,Mobile,32.20,63.60,completed,SD,FALSE,38.00,Female,USA,Standard,2024-12-15,TRUE,21.85,4.00,First Queen,Tv Series,Fantasy,1996,46,Adult,English,USA,5.80,FALSE,2024-03-16,FALSE
10/20/2024,Tablet,41.50,29.50,started,HD,FALSE,19.00,Male,CANADA,Premium+,2023-03-15,TRUE,15.47,2.00,War Phoenix,Stand-Up Comedy,Action,1997,74,Adult,English,Germany,8.00,FALSE,2022-04-20,TRUE
3/31/2025,Smart TV,33.50,96.70,started,Ultra HD,TRUE,5.00,Female,USA,Standard,2023-03-16,TRUE,37.96,3.00,Little House,Tv Series,Thriller,1996,40,Adult,Spanish,South Korea,8.00,FALSE,2024-03-16,FALSE
12/23/2025,Mobile,48.40,70.80,paused,4K,FALSE,35.00,Female,USA,Standard,2024-05-02,TRUE,6.27,2.00,Story Legend,Documentary,Mystery,2008,103,Kids,Spanish,South Korea,9.60,FALSE,2022-04-21,TRUE
6/9/2025,Mobile,57.50,52.90,started,HD,FALSE,35.00,Other,USA,Premium,2022-08-13,TRUE,93.65,2.00,Old Battle,Tv Series,Family,2006,58,Adult,English,USA,5.50,TRUE,2021-10-03,FALSE
8/9/2024,Tablet,26.30,55.40,stopped,4K,FALSE,35.00,Female,USA,Standard,2024-04-06,TRUE,6.46,4.00,Storm Empire,Documentary,Horror,2004,82,Kids,English,USA,4.90,TRUE,2022-09-29,FALSE
7/11/2024,Desktop,19.90,25.80,stopped,SD,FALSE,41.00,Male,USA,Premium+,2025-05-09,TRUE,16.60,2.00,Big Family,Tv Series,War,1991,14,Teens,English,USA,7.90,FALSE,2022-08-26,TRUE
4/8/2025,Mobile,206.30,72.90,stopped,HD,FALSE,35.00,Male,USA,Premium,2023-07-15,TRUE,11.06,1.00,Quest Empire,Movie,Family,2019,85,Kids,English,USA,3.70,FALSE,2024-12-04,TRUE
10/1/2024,Tablet,112.80,25.50,stopped,HD,TRUE,27.00,Other,USA,Premium,2024-03-15,TRUE,8.60,6.00,Secret Phoenix,Stand-Up Comedy,Sport,2002,59,Family,English,South Korea,6.40,FALSE,2021-02-08,FALSE
3/11/2024,Mobile,7.40,68.10,completed,4K,FALSE,61.00,Female,USA,Standard,2022-09-03,TRUE,18.45,1.00,Old Night,Movie,War,1994,128,Kids,Korean,South Korea,6.20,FALSE,2022-06-27,FALSE
2/5/2025,Tablet,77.90,53.00,paused,4K,FALSE,45.00,Male,CANADA,Basic,2022-10-08,TRUE,5.19,3.00,Love Mission,Movie,Adventure,2011,27,Kids,English,USA,6.70,TRUE,2025-07-15,TRUE
6/15/2025,Smart TV,35.30,51.60,paused,HD,FALSE,35.00,Other,USA,Standard,2023-03-22,TRUE,17.70,5.00,Princess Love,Documentary,Adventure,2024,76,Kids,Japanese,USA,4.80,FALSE,2021-02-28,FALSE
1/10/2025,Tablet,62.90,61.70,started,HD,FALSE,45.00,Male,CANADA,Standard,2023-02-21,FALSE,10.18,2.00,Story Journey,Movie,Music,2010,159,Kids,French,France,8.20,FALSE,2020-10-30,FALSE
8/15/2024,Tablet,45.50,34.50,paused,HD,FALSE,43.00,Male,USA,Basic,2024-03-03,FALSE,1.44,1.00,Last Phoenix,Tv Series,Adventure,1995,45,Kids,English,USA,5.70,FALSE,2020-08-20,TRUE
6/28/2025,Mobile,62.80,90.50,completed,SD,FALSE,17.00,Female,USA,Premium,2023-07-02,TRUE,13.74,4.00,War Battle,Tv Series,Adventure,1966,17,Adult,Spanish,USA,8.00,FALSE,2024-03-11,FALSE
5/25/2024,Desktop,11.40,38.30,paused,HD,FALSE,29.00,Female,USA,Basic,2024-03-11,TRUE,5.32,5.00,Legend War,Stand-Up Comedy,Western,2007,80,Teens,English,USA,6.50,TRUE,2023-11-07,FALSE
3/27/2024,Smart TV,47.60,37.90,started,SD,FALSE,26.00,Male,USA,Basic,2022-10-11,TRUE,15.08,2.00,Dark Legend,Movie,Animation,2024,127,Adult,Hindi,USA,3.40,FALSE,2023-02-21,TRUE
2/15/2025,Desktop,84.10,29.30,stopped,HD,FALSE,8.00,Female,USA,Standard,2025-04-26,TRUE,12.17,6.00,City Night,Movie,Romance,2017,93,Teens,Korean,UK,8.50,TRUE,2022-03-23,TRUE
10/5/2025,Tablet,16.40,24.00,started,4K,FALSE,26.00,Female,USA,Premium,2023-07-04,TRUE,8.58,2.00,Warrior Legend,Movie,Horror,2002,88,Adult,Korean,India,6.10,FALSE,2023-02-28,TRUE
11/16/2025,Tablet,44.20,49.60,paused,SD,FALSE,32.00,Prefer not to say,CANADA,Premium,2023-02-10,TRUE,42.10,2.00,War Battle,Tv Series,Adventure,1966,17,Adult,Spanish,USA,8.00,FALSE,2024-03-11,FALSE
8/29/2024,Tablet,14.60,17.40,paused,HD,FALSE,24.00,Female,USA,Premium,2024-06-21,TRUE,6.55,2.00,Princess House,Movie,Thriller,2009,95,Kids,English,USA,7.90,TRUE,2020-11-02,FALSE
5/26/2025,Tablet,65.20,65.70,started,HD,FALSE,46.00,Female,USA,Premium,2024-05-30,TRUE,37.01,2.00,Mystery Secret,Documentary,History,1999,75,Kids,Korean,USA,6.60,FALSE,2021-05-26,FALSE
9/28/2025,Mobile,28.30,1.40,completed,SD,FALSE,36.00,Male,USA,Premium,2024-10-02,FALSE,5.19,4.00,Fire Hero,Documentary,Fantasy,2004,141,Teens,Spanish,UK,8.30,FALSE,2024-04-24,FALSE
11/23/2025,Desktop,159.90,1.30,stopped,4K,FALSE,46.00,Female,USA,Basic,2024-10-31,TRUE,9.00,2.00,Dragon Family,Stand-Up Comedy,Music,2005,54,Kids,English,USA,6.90,FALSE,2021-07-18,FALSE
10/22/2024,Mobile,31.00,28.80,stopped,HD,FALSE,20.00,Female,CANADA,Basic,2023-02-03,TRUE,32.58,1.00,City Secret,Movie,Animation,1997,120,Adult,German,UK,4.80,FALSE,2024-12-29,FALSE
9/28/2025,Tablet,122.50,11.80,completed,4K,FALSE,60.00,Female,USA,Premium,2023-07-24,FALSE,23.71,7.00,Secret Family,Documentary,Romance,1990,100,Kids,Hindi,France,5.40,TRUE,2022-11-22,FALSE
9/10/2024,Smart TV,68.80,20.00,completed,SD,FALSE,35.00,Male,USA,Premium,2024-11-24,TRUE,23.22,2.00,Love Dream,Tv Series,Drama,1997,73,Family,French,USA,7.40,FALSE,2024-03-12,FALSE
4/28/2025,Mobile,70.00,75.90,started,HD,FALSE,35.00,Male,USA,Standard,2024-12-05,TRUE,3.98,4.00,Adventure House,Movie,Animation,1992,109,Adult,Korean,USA,6.30,TRUE,2023-09-28,FALSE
11/13/2024,Laptop,58.10,71.50,paused,4K,FALSE,37.00,Female,CANADA,Premium,2023-12-24,TRUE,37.71,4.00,Love Warrior,Movie,Action,2020,121,Adult,Japanese,UK,7.10,TRUE,2024-11-14,FALSE
3/20/2024,Tablet,54.00,11.90,paused,HD,FALSE,26.00,Female,USA,Premium,2023-02-16,FALSE,14.07,2.00,Kingdom Dream,Documentary,Sci-Fi,2015,79,Kids,Italian,USA,5.70,FALSE,2022-10-17,FALSE
3/13/2025,Desktop,27.80,48.20,started,HD,FALSE,18.00,Male,USA,Premium+,2025-06-23,TRUE,3.74,3.00,Hero City,Tv Series,Adventure,2010,49,Teens,French,USA,8.90,FALSE,2024-09-26,TRUE
10/26/2025,Laptop,14.60,89.30,stopped,4K,FALSE,30.00,Female,USA,Premium,2024-10-02,FALSE,26.78,3.00,Fire Night,Tv Series,Animation,1990,29,Adult,Spanish,USA,6.60,TRUE,2021-06-06,FALSE
6/16/2024,Desktop,79.10,4.00,completed,HD,FALSE,35.00,Female,USA,Standard,2024-05-30,TRUE,20.87,3.00,Kingdom Day,Movie,Action,1996,89,Family,English,UK,5.90,FALSE,2023-01-14,FALSE
3/12/2024,Mobile,33.80,97.80,started,4K,FALSE,34.00,Male,CANADA,Premium+,2024-05-14,TRUE,25.49,1.00,Our Adventure,Tv Series,Adventure,2017,66,Kids,German,USA,7.00,FALSE,2025-04-20,FALSE
1/12/2025,Mobile,26.50,97.40,stopped,SD,TRUE,10.00,Female,USA,Basic,2025-06-07,TRUE,23.76,3.00,Story Journey,Movie,Music,2010,159,Kids,French,France,8.20,FALSE,2020-10-30,FALSE
5/12/2025,Smart TV,99.60,25.20,completed,SD,FALSE,36.00,Female,USA,Standard,2023-10-27,TRUE,19.83,6.00,Love Warrior,Movie,Action,2020,121,Adult,Japanese,UK,7.10,TRUE,2024-11-14,FALSE
1/8/2024,Desktop,85.00,4.20,completed,HD,FALSE,45.00,Female,USA,Standard,2023-08-26,TRUE,774.92,1.00,Mission Phoenix,Documentary,Family,2009,101,Family,English,Canada,6.20,FALSE,2023-11-25,TRUE
12/18/2024,Desktop,40.40,24.50,started,HD,FALSE,30.00,Male,USA,Standard,2024-09-27,FALSE,5.45,3.00,Family House,Tv Series,Action,2003,53,Family,Japanese,Japan,8.60,TRUE,2023-10-22,FALSE
8/2/2024,Desktop,54.20,49.60,paused,4K,FALSE,39.00,Male,USA,Premium+,2025-05-03,TRUE,7.45,2.00,Empire King,Stand-Up Comedy,Adventure,2015,51,Adult,German,Canada,5.70,FALSE,2023-12-17,FALSE
3/27/2024,Desktop,53.00,46.90,stopped,SD,TRUE,35.00,Female,USA,Basic,2025-07-28,TRUE,5.61,5.00,Night King,Movie,Mystery,2010,81,Kids,German,USA,5.50,FALSE,2024-05-28,FALSE
4/22/2024,Smart TV,111.20,32.70,paused,HD,FALSE,43.00,Male,USA,Standard,2022-12-09,TRUE,9.16,2.00,Mystery Fire,Movie,Thriller,2017,110,Family,English,South Korea,5.10,FALSE,2022-09-26,TRUE
5/8/2024,Mobile,27.20,1.50,paused,HD,TRUE,20.00,Female,CANADA,Premium+,2024-03-07,TRUE,28.16,4.00,Night Secret,Tv Series,Romance,1992,580,Teens,French,USA,6.30,TRUE,2020-08-24,FALSE
4/13/2025,Desktop,35.20,31.30,paused,SD,FALSE,40.00,Male,USA,Premium,2022-11-03,TRUE,23.76,2.00,A Quest,Stand-Up Comedy,Action,2005,57,Adult,English,USA,10.00,FALSE,2025-05-13,TRUE
9/12/2025,Smart TV,26.40,53.50,started,HD,FALSE,38.00,Male,USA,Premium+,2023-01-25,FALSE,10.47,1.00,Night Adventure,Stand-Up Comedy,Music,2013,42,Kids,English,USA,8.80,TRUE,2022-02-27,FALSE
9/26/2025,Desktop,56.20,2.00,started,4K,FALSE,27.00,Male,USA,Premium,2023-03-12,TRUE,1.69,6.00,Fire Empire,Tv Series,Thriller,1990,40,Kids,English,UK,8.40,TRUE,2024-03-09,FALSE
7/5/2025,Mobile,210.70,44.80,started,SD,FALSE,25.00,Male,USA,Standard,2023-04-06,TRUE,17.54,5.00,War House,Stand-Up Comedy,Comedy,2017,82,Teens,German,France,6.40,TRUE,2025-06-08,FALSE
8/21/2025,Tablet,32.20,72.20,paused,HD,FALSE,27.00,Male,USA,Premium+,2024-12-19,TRUE,3.92,4.00,Dark Dragon,Documentary,Horror,2015,87,Kids,English,South Korea,5.20,FALSE,2024-03-10,FALSE
8/23/2024,Smart TV,3.50,67.90,stopped,HD,FALSE,36.00,Male,CANADA,Standard,2025-01-05,TRUE,10.02,2.00,Dream Battle,Movie,Romance,2005,140,Kids,English,USA,6.50,FALSE,2025-07-01,FALSE
9/6/2024,Desktop,73.40,74.30,paused,4K,FALSE,53.00,Female,USA,Premium,2023-01-19,FALSE,40.66,2.00,Hero King,Movie,Sci-Fi,2011,109,Adult,Spanish,USA,4.00,FALSE,2023-12-20,FALSE
10/1/2024,Desktop,136.20,49.60,completed,SD,FALSE,31.00,Female,USA,Basic,2024-03-12,TRUE,6.39,3.00,Secret Ice,Movie,Comedy,1997,90,Kids,English,USA,4.20,FALSE,2024-03-05,TRUE
9/9/2025,Smart TV,59.40,13.00,completed,SD,FALSE,33.00,Female,USA,Basic,2024-11-13,TRUE,19.83,3.00,Last Phoenix,Tv Series,Adventure,1995,45,Kids,English,USA,5.70,FALSE,2020-08-20,TRUE
12/30/2025,Tablet,64.00,59.50,completed,SD,FALSE,28.00,Female,USA,Standard,2024-07-17,TRUE,15.17,2.00,Empire Story,Limited Series,Crime,2011,45,Kids,English,USA,3.70,FALSE,2022-03-06,FALSE
8/4/2025,Laptop,28.40,58.20,stopped,SD,FALSE,39.00,Male,USA,Standard,2024-02-07,TRUE,21.22,6.00,Kingdom City,Movie,Crime,2019,105,Family,English,Germany,4.30,FALSE,2023-02-07,FALSE
7/26/2025,Tablet,53.70,19.40,started,4K,FALSE,35.00,Female,CANADA,Standard,2023-04-24,TRUE,8.38,4.00,Dragon King,Movie,Documentary,2017,151,Kids,English,India,7.50,FALSE,2024-06-10,TRUE
3/3/2024,Mobile,41.50,43.10,paused,HD,TRUE,52.00,Female,USA,Basic,2024-10-19,TRUE,13.93,1.00,Love War,Movie,Sport,1990,86,Kids,English,USA,6.20,FALSE,2021-06-13,FALSE
3/3/2025,Tablet,86.90,48.00,completed,HD,FALSE,28.00,Male,USA,Standard,2023-07-13,TRUE,23.09,1.00,Dragon Warrior,Movie,History,2011,122,Adult,Hindi,USA,6.30,TRUE,2023-06-05,FALSE
12/23/2024,Desktop,48.80,86.70,completed,HD,FALSE,33.00,Male,CANADA,Premium,2023-05-02,TRUE,16.38,4.00,Love War,Movie,Sport,1990,86,Kids,English,USA,6.20,FALSE,2021-06-13,FALSE
8/17/2025,Laptop,70.10,40.70,stopped,HD,TRUE,35.00,Male,CANADA,Basic,2023-05-22,TRUE,11.11,6.00,Secret Mission,Tv Series,Sci-Fi,1997,69,Adult,English,South Korea,6.40,FALSE,2021-05-28,TRUE
6/22/2025,Laptop,22.70,52.10,paused,Ultra HD,TRUE,41.00,Female,CANADA,Premium,2022-12-22,TRUE,12.13,2.00,Journey Princess,Limited Series,Comedy,2012,57,Family,Spanish,USA,5.30,FALSE,2024-08-14,TRUE
3/13/2024,Smart TV,56.50,43.30,completed,4K,FALSE,50.00,Prefer not to say,USA,Standard,2023-09-20,TRUE,16.47,2.00,Storm Ice,Movie,History,2020,131,Family,English,USA,7.10,FALSE,2021-07-31,FALSE
5/14/2025,Desktop,88.60,38.90,paused,HD,FALSE,33.00,Female,USA,Standard,2023-04-18,TRUE,8.73,3.00,Phoenix Dragon,Movie,Animation,2007,148,Adult,Spanish,USA,7.80,TRUE,2024-01-30,FALSE
3/9/2024,Mobile,44.80,63.40,stopped,HD,TRUE,35.00,Male,USA,Standard,2023-09-11,TRUE,18.56,2.00,A Dream,Movie,Sci-Fi,2017,149,Teens,English,USA,6.90,TRUE,2022-07-14,FALSE
2/2/2024,Tablet,53.40,49.60,stopped,HD,FALSE,15.00,Female,CANADA,Premium,2024-09-23,TRUE,10.31,5.00,New Phoenix,Limited Series,Music,1996,18,Adult,Korean,Canada,6.40,FALSE,2022-06-15,FALSE
4/11/2025,Laptop,42.40,49.60,started,4K,FALSE,38.00,Male,USA,Basic,2025-03-25,TRUE,9.32,2.00,Last Mission,Movie,Mystery,2022,152,Kids,English,USA,5.20,FALSE,2024-04-21,FALSE
5/5/2024,Mobile,25.20,17.90,completed,4K,FALSE,44.00,Male,CANADA,Premium,2024-05-04,TRUE,8.60,5.00,Hero Dream,Movie,Biography,2013,88,Kids,Italian,USA,9.10,FALSE,2025-04-11,TRUE
4/27/2024,Smart TV,48.50,23.80,stopped,HD,TRUE,38.00,Prefer not to say,USA,Standard,2025-05-07,TRUE,23.46,4.00,Big Adventure,Movie,Documentary,2017,126,Kids,English,USA,1.30,FALSE,2023-07-31,FALSE
1/2/2025,Mobile,73.40,15.30,stopped,HD,FALSE,34.00,Female,USA,Standard,2024-03-18,TRUE,9.40,3.00,Adventure Love,Movie,Music,2009,161,Family,English,USA,8.80,FALSE,2021-10-29,FALSE
8/5/2025,Laptop,58.10,41.60,completed,SD,TRUE,53.00,Female,USA,Premium,2025-02-26,TRUE,6.96,6.00,Day Mission,Movie,Romance,2000,86,Teens,German,USA,7.10,FALSE,2021-09-12,FALSE
4/14/2025,Mobile,20.10,49.60,completed,Ultra HD,FALSE,53.00,Other,USA,Premium,2025-04-29,TRUE,6.27,2.00,Our Legend,Movie,War,2015,113,Kids,Korean,USA,6.40,FALSE,2021-07-04,TRUE
11/3/2025,Desktop,23.00,57.50,paused,4K,FALSE,40.00,Male,CANADA,Premium+,2022-09-13,TRUE,23.50,1.00,Storm Love,Documentary,Sci-Fi,2024,102,Teens,Italian,Canada,6.30,TRUE,2021-05-24,FALSE
